Part No,Description,Bin Location 1,Stock,Last Receipt,Av Cost
2804124XPW01A,PEDAL ASSY RR BUMPER P SERIES CV,BULK,1,01-07-2024 10:14:47,0.01
2804404XST23A,STRIP RR BUMPER TRIM JOLION PRO,20A,1,06-12-2024 09:33:17,711
2804500XS56XA,BRKT ASSY RR BUMPER LH M4 FACELIFT/H1,13D,1,14-12-2024 11:11:51,86.3
2804713XS56XA,LOWER TRIM PANEL RR BUMPER M4 FACELIFT,BULK,1,01-07-2024 10:14:47,0.01
2810102XGW02A,SUBFRAME FRT JOLION,BULK,1,24-04-2025 10:43:17,5123.83
2904101XGW02A,CONTROL ARM ASSY LWR RH JOLION,20C,1,24-04-2025 10:43:17,1711.63
2904110-P01,SWING ARM ASSY LH STEED WORKHORSE,20C,1,17-02-2025 12:11:29,696.97
2904120-P01,SWING ARM ASST RH STEED WORKHORSE,20C,1,17-02-2025 12:11:29,696.58
2905100-F00,FRONT SHOCKS,20A,2,17-02-2025 12:11:29,381.48
2905372XGW02A,PILLAR ASSY RH ABSORBER JOLION,20C,1,24-04-2025 10:43:17,1925.87
2906101XGW02A,STABILIZER BAR ASSY FR JOLION,BULK,1,24-04-2025 10:43:17,1053.04
3001011-P01-B1,STEERING KNUCKLE LH STEED 2.2,BULK,1,02-03-2023 10:33:16,1565.81
3001101XGW02A,STRG KNUCKLE FR RH JOLION,20C,1,30-04-2025 08:49:07,2145.06
3101014-K00,WHEEL NUT,13E,11,17-02-2025 12:11:29,20.38
3101014XKW09B,WHEEL BOLT JOLION,13E,11,04-04-2025 14:27:23,54.11
3101101-K85,WHEEL,BULK,1,01-03-2024 13:43:28,3167.25
3102100AKQ00A,HOOD ALLOY WHEEL H6 3RD GEN,13E,1,24-04-2025 10:43:17,96.34
3102100XKN07A,HOOOD ALUMINIUM WHEEL TRIL JOLION S,13E,3,18-02-2025 13:11:34,115.17
3102100XKZ3EA,HOOD ALLUMINIUM WHEEL TRIM JOLION PRO,13E,9,27-03-2025 13:44:50,37.37
3102100XPW01A,HOOD ALUMINIUM WHEEL TRIM P SERIES,13E,2,07-03-2025 14:25:27,125.67
3102102A-P01,HUBCAP STEED,13E,2,10-10-2024 12:18:59,36.43
3102102-P01-B1,(3102102XP01XA) TRIM CAP NEW STEED,13E,4,01-07-2024 10:14:47,0.01
3103100XGW01A,WHEEL HUB ASSY h6 3rd gen,14D,1,28-07-2023 12:30:40,2727.91
3103100XGW02A,WHEEL HUB ASSY FR JOLION,13E,1,24-04-2025 10:43:17,1249.36
3103101-P01,FRONT BRAKE DISC (NO ABS) STEED 3/5 2.2MPI,15A,6,27-05-2024 11:30:12,607.96
3103102-K00,FRONT BRAKE DISC HOVER/STEED 3 2.8TC (ABS),15A,2,01-07-2024 10:14:47,0.01
3103102-S08,WHEEL STUD,13E,3,13-03-2025 14:04:34,34.47
3103103-K00,FR WH BOLT STEED,13D,21,17-02-2025 12:11:29,16.14
3103120-P01,HUB SEAL STEED W/HORSE,13D,1,17-02-2025 12:11:29,45.64
3104100XGW02A,WHEEL HUB ASSY RR JOLION,20C,1,24-04-2025 10:43:17,1562.15
3113100XST01A,WHEEL RIM JOLION LOW CONF,BULK,1,24-04-2025 10:43:17,2933.15
3373711,BRAKE FLUID DOT 4 2,10E,66,14-05-2025 14:05:26,88.15
3374428,RADICOOL SF 12X1L,11B,32,14-05-2025 08:29:38,127.64
3401103XGW02A,PULL ROD ASSY RH OTR JOLION,20A,1,24-04-2025 10:43:17,377.8
3407011-F04,(3412011FX04XA) POWER STEERING BELT,13E,1,01-07-2024 10:14:47,0.01
3407210-D01,TENTION PULLEY ASSY POWERS,13E,1,01-07-2024 10:14:47,0.01
3411115AK00XA,STEERING RACK END,13E,2,17-02-2025 12:11:29,226.54
3415729,OIL; TRANSMISSION,10E,45,14-05-2025 08:29:29,189.14
3424435,CASTROL J-MAX PLUS,11C,3.2,08-02-2025 09:56:53,54.8
3424436,CASTROL J-MAX PLUS,11E,3,01-02-2025 09:52:34,258.57
3426632,CASTROL DEXRON VI (,10E,1,09-01-2025 13:52:32,91.67
3433525,TRANSMAX AXLE LL 75,11B,8,24-03-2025 16:58:17,180.34
3433776,TMAX ATFDXIIIMV 12X,10E,6,18-02-2025 08:12:42,139.33
3501104XPW01A,BRAKE DISC FR P3011/12,15A,2,01-07-2024 08:46:33,1149.43
3501107XGW02A,BRAKE DISC FR JOLION,15A,2,24-08-2023 11:26:43,1126.09
3501110XSZ08A,FRONT BRAKE PAD ASSY HAVAL H2,14D,2,11-09-2024 16:52:18,1263.93
3501119XPW01A,FR BRAKE PAD ASSY(4PCS) P SERIES COMM & PASS,14D,3,11-03-2025 10:02:47,951.14
3501123XGW02A,BRAKE PADS FR JOLION,14D,3,10-01-2025 14:25:19,1205.75
3501151AGW01A,BRAKE PADS FR 3RD GEN H6,14D,1,17-02-2024 12:27:40,1648.25
3502011-D01,REAR BRAKE DRUMS,15A,2,01-07-2024 10:14:47,0.01
3502012XKZ16A,RR BRK DISC H6,15A,2,12-10-2023 13:14:50,748.18
3502102XGW02A,REAR BRAKE DISC JOLION,14E,2,27-11-2023 13:57:49,742.81
3502104BGW01A,BRAKE PADS RR 3RD GEN H6,14D,1,17-02-2024 12:27:40,1502.3
3502137-P01,BRAKE SHOE SET,14D,1,12-12-2024 12:05:35,399.25
3502139XPW01A,BRAKE PADS RR P SERIES COMM,14D,2,17-02-2025 12:11:29,993.65
3502140XPW01A,REAR BRAKE PAD ASSY (EPB-4PCS) P SERIES PASS AT,14D,1,12-11-2024 09:06:37,925.33
3502150-K00,REAR PADS STEED 6,14D,1,01-07-2024 10:14:47,0.01
3502310XKY00B,RR BRAKE PADS,14D,2,01-07-2024 10:14:47,0.01
3502330BKY00A,MOTOR GEAR UINT H6C,WORKSHOP,2,05-12-2023 11:12:14,1350.34
3608101XPW04A,SMART KEY ASSY P SERIES CV,13E,1,30-04-2025 08:49:07,1418.76
3612100XPW01A,SENSOR HIGH TEMPERATURE,13D,1,04-10-2024 15:38:31,983.35
3639459,SEAL-OIL PAN DRN PL,10E,23,14-09-2020 11:05:59,4.37
3641100XKU00B,TYRE PRESSURE SENSOR H2,13D,5,24-04-2025 10:43:17,747.43
3643800,TRANSMITTER ASM-R/CO,12A,1,22-07-2024 08:27:33,4450.65
3704410XKZ8PA,KEY P SERIES CV,13E,1,27-03-2025 13:44:50,183.1
3705102XEG01T,STEM IGN COIL,13D,4,01-07-2024 10:14:47,0.01
3707010-e01,spark plug 2.2mpi,13E,28,03-03-2025 16:07:58,21.22
3707100AEC01,(3707100WEC01) SPARK PLUG ASSY,13E,12,24-08-2023 11:26:43,301.41
3707100AEC02,(3707100WEC02) SPARK PLUG ASSY HAVAL H9,13E,8,24-08-2023 11:26:43,301.41
3707100-EG01,SPARK PLUG FLORID 1.5/M4,13E,4,12-10-2023 13:14:50,53.76
3707100-EG01T,(3707100XEG01B) SPARK PLUG ASSY,13E,10,09-05-2025 09:48:47,136.22
3707100WEB03,SPARK PLUG ASSY H6 3RD GEN HEV & JOLION S,13E,8,04-10-2024 14:27:06,232.08
3707100XEN01,SPARK PLUG HAVAL 3RD GEN H6,13E,14,11-03-2025 10:02:47,189.29
3721100XKZ1DA,HIGH TONE HOOTER JOLION,13E,1,01-07-2024 10:14:47,0.01
3765100XEC01,ELECT THROTTLE VALVE ASSY 4C20 2.0T,13E,1,04-11-2023 09:45:22,2082.6
3770100-E06,GLOW PLUG ASSY,13D,1,01-07-2024 10:14:47,0.01
3770100-ED01,GLOW PLUG ASSY,13E,1,01-07-2024 10:14:47,0.01
3776101AKN01A,CAMERA FR AVM H6 3RD GEN,13D,1,23-10-2023 16:35:00,1831.76
3900018XKV08B,MID SECTION ROCKER REGULATOR,20A,1,11-04-2024 15:04:23,72.19
39100103XPW01A,ROCKER SPARE TYRE REGULATOR,20A,1,02-04-2024 11:59:14,125.67
3921012XKY74B,FR LOGO(GRAY BASE) HAVAL H1/H2/H6C/H9,13D,1,15-08-2024 12:11:53,341.31
3921105XKN01A,HAVAL EMBLEM,20A,1,11-03-2025 10:02:46,570.09
3M-08173,INSULATION TAPE,10E,16,03-04-2025 08:28:43,15.89
4116100-P24A,(4116100XP24AA) FOG LAMP LH,14E,3,04-04-2025 08:48:00,830.6
4116300XS56XA,REAR FOG LAMP LH,20C,1,01-07-2024 10:14:47,0.01
4121102XST10A,COMB LAMP ASSY FR LH JOLION,20D,1,11-03-2025 10:02:46,4761.6
4121103XST10A,RIGHT HEADLAMP CPL JOLION 1.5,BULK,1,11-03-2025 10:02:46,4761.6
4121104XST10A,COMB LAMP ASSY FR LH JOLION HIGH VERSION,BULK,1,22-01-2025 17:37:22,9494.1
4121105XST10A,COMB LAMP ASSY FR RH JOLION HIGH VERSION,BULK,1,22-01-2025 17:37:22,9494.1
4133011-S08,CLIP TAIL LAMP FLORID,13E,8,11-03-2025 10:02:47,5.49
42334744,MOUNT-FRT SUSP STRUT CAPTIVA-12-18T,20B,1,07-05-2025 15:54:14,1190.31
42395716,LAMP RR COMB  LH,20C,1,01-07-2024 10:14:47,0.01
46403659,TIMING BELT,12A,1,05-05-2025 09:19:56,385.24
5006100XKN01A,FR SECTION WHEEL ARCH MOULDING LH H6,20A,1,12-02-2025 11:48:12,142.83
5006104XST01A,WHEEL BROW RH FRT JOLION,20A,1,24-04-2025 10:43:17,745.52
5006108XST01A,WHEEL BROW ASSY RH FRT SECTION,20A,1,24-04-2025 10:43:17,349.08
5006116XST01A,BRKT ASSY RH JOLION,20A,1,24-04-2025 10:43:17,462.35
5006118XST01A,PANEL ASSY RH RR DOOR TRIM OTR JOLION,20A,1,24-04-2025 10:43:17,421.4
5006160XS56XA,TRIM PANEL DOOR SILL RH H1/M4,BULK,1,28-10-2024 15:08:20,1429.53
5006800XST01B,PANEL ASSY RH DOOR SILL TRIM OTR,BULK,1,09-05-2025 11:42:45,3121.03
501,BULB,11A,31,30-04-2025 08:07:42,4.13
5096000130,"CUP; SEALING,RR",12B,1,22-10-2024 13:51:05,28.49
5132110301,BODY ASM; SEDIM,12B,1,01-07-2024 10:14:47,0.01
5174100XST01A,GUARD BOARD ASSY ENGINE LOWER JOLION,BULK,1,24-04-2025 10:43:17,631.52
5174101XST01A,DEFLECTOR FR BUMPER LOWER JOLION,BULK,1,24-04-2025 10:43:17,462.41
5174104XST01A,SIDE GUARD BOARD LH JOLION,BULK,1,11-03-2025 10:02:46,117.65
52016718,LAMP-RR LIC PLT CLR,12B,1,13-05-2025 11:41:41,63.32
5205102XPW03A,WIPER BLADE LH P SERIES,WALL,2,11-03-2025 10:02:47,337.91
5205105XPW03A,WIPER BLADE RH P SERIES,WALL,2,11-03-2025 10:02:47,285.91
5205132XS57XA,WIPER BLADE RH M4/H1,WALL,2,01-07-2024 10:14:47,0.01
5205142-S08,WIPER BLADE FLORID,WALL,1,04-01-2023 10:25:06,58.02
