Part No,Description,Bin Location 1,Stock,Last Receipt,Av Cost
13418686,GUIDE PIN KIT (FRT B,D1,1,20-09-23 14:56,0.01
13419847,PANEL PKG-RR BPR VAL,E4,1,01-04-25 10:11,1166.54
13454503,HOUSING ASM-RR T/SIG,D1,1,01-04-25 10:11,3587.67
13502036,INSULATOR-RR S/D O/S HDL-CRUZE-17,D1,1,15-07-22 12:50,31.46
13505773,BULB-HDLP POSN,D1,3,20-09-23 14:56,0.01
13578283,LOCK ASM-RR S/D,D1,1,28-06-24 13:04,0.01
1423130320,CAP- HUB-FRT AXLE,F1,1,06-03-25 13:59,242.75
1423311062,PIN-WHEEL-RR RH,F2,24,22-09-21 11:06,59.46
1423311121,PIN; WHEEL;FRT,F2,10,07-07-22 9:05,0.01
1423321121,PIN; WHEEL FRT,F2,11,07-07-22 9:05,0.01
1423330550,NUT; WHEEL;FRT,F2,4,14-02-25 13:53,46.06
1423340223,NUT- WHL- FRT AXLE,F2,13,01-02-21 8:22,40.02
1423370101,B- PIN- WHEEL- RR A,F2,16,04-07-23 8:27,0.01
1423370671,PIN; WHEEL; FRT,F2,4,05-03-25 14:51,130.27
143416,HOSE SEAL,D1,1,25-01-24 14:22,97.99
1474590131,CONNECTOR- AIR TANK,F2,4,04-07-23 8:27,0.01
1476010101,CYLINDER; WHEEL,F2,1,04-04-25 14:03,2697.28
1476010111,CYLINDER; WHEEL,F2,1,04-04-25 14:03,2482.33
1476010870,EXPANDER,F2,1,19-03-25 13:59,6113.12
1476191380,ROLLER- WEDGE,F2,2,29-09-23 15:05,33.61
1476230352,SCREW- ADJ-FRT WHEE,F2,1,06-11-24 15:24,176.52
1476291580,GEAR- WHEEL CYL- RH,F2,1,02-11-23 14:20,205.04
1482403541,VALVE- RELAY RWD RR,F2,1,27-02-25 13:21,2813.73
1511620295,SHACKLE; FRT SU,F2,2,28-06-24 13:04,0.01
1513562700,BOLT CENTRE-LEAF SP,F2,4,26-03-25 12:41,416.97
1513610150,PIN;RR SPR,F2,3,03-11-23 14:56,237.63
1513711953,BOLT U;RR SPR,F2,4,04-04-25 11:17,240.51
1513820104,PLATE- SIDE,F2,2,28-06-24 13:04,0.01
1516308300,ABSORBER ASM-SHOCK,H1,1,24-01-25 12:25,4189.55
1517790791,"BUSHING; RUBBER,STA",F2,4,10-03-25 12:02,166.86
1517890281,CLAMP,F1,1,26-09-23 12:34,174.75
1533590470,PAD,F2,1,04-04-25 14:03,307.84
1597,RIM CLEANER,SUBARU STAND,1,26-07-24 15:47,165.88
1599,COCKPIT CARE CITRUS,SUBARU STAND,4,28-06-24 13:04,0.01
15W40LCV,LCV - JMAX 15w40 ENGINE OIL,Bulk Tank BB,0.5,12-02-25 9:12,57.08
1600031,E-CAB SIDE STEPS,ACCESSORY CONTAINER,1,29-06-22 11:31,4553.75
1600062,RT850 NUDGE BAR STAINLESS STEEL,ACCESSORY CONTAINER,2,22-10-24 8:16,4050
1600093T,DMAX S/BAR D/CAB A,ACCESSORY CONTAINER,1,26-09-24 12:14,4675
1600094BS,ROLL BAR,ACCESSORY CONTAINER,1,15-05-23 10:47,4833.95
16-0114P,LINER CLIPS,A3,294,16-05-22 14:17,15.12
1608722380,CLIP,D8,2,20-09-24 13:31,46.5
1609848280,INJECTOR SEAL,D8,6,13-02-25 12:30,68.39
1609848880,CIRCLIP,D8,16,13-02-25 12:28,7.41
1610564580,INJECTOR SEAL,D8,6,13-02-25 12:28,69.04
1610745980,BUMPER MOULDING,GRANT,1,27-03-25 15:04,1756.85
1611271780,CLUTCH KIT,H2,1,11-02-25 8:39,4820.98
1612189980,FUSE-BOX,D8,1,28-06-24 13:04,0.01
1617022180,RECESS DOOR,D8,1,28-06-24 13:04,0.01
1617023780,FINISHER BUMPER,D8,1,28-06-24 13:04,0.01
1618000680,BARE HEADLAMP,(blanks),1,27-02-25 13:02,14571.21
1627A1,MODULE SEAL,D1,2,10-07-23 16:24,313.56
1631806280,BUMPR DEFLECTOR,E1,1,26-06-23 13:53,4924.13
1635155780,WIPER BLADE,D7,4,09-09-24 13:48,160.52
1638191680,STAPLE,D8,9,21-08-23 14:37,16.92
1640399011LND,FUEL FILTER,A3,1,20-10-23 14:48,186.54
16546AA120,ELEMENT-AIR CLNR,D8,2,13-02-25 10:48,295.74
1661,LEMON SPEEDSTER FRESH,SUBARU STAND,7,19-06-23 16:49,22.53
1665665580,FRONT WING,CONTAINER,1,02-04-25 15:04,2716.64
1665667780,BUMPER BRACKET,D8,1,18-04-24 14:32,568.78
1666682080,STEER WHEEL PAD,D8,1,02-04-25 15:04,5591
1666682180,PASSENG AIRBAG,D8,1,02-04-25 15:04,5591
1666682480,BOX CDE S/G,D8,1,10-04-25 14:51,3993.47
1666682580,SHOCK SENSOR,D8,1,02-04-25 15:04,403.94
1666727380,TAIL-LIGHT RH,C1,1,14-04-25 15:58,2912.2
1666727880,FRONT LIGHT LH,D8,1,02-04-25 15:04,3509.85
1666741580,WING MOULDING,D8,1,10-04-25 14:51,164.77
1666749080,BUMPER BRACKET,D8,1,02-04-25 15:04,475.26
1666749280,FRONT BUMPER,ALLAN,1,02-04-25 15:04,6890.8
1666749680,BUMPR DEFLECTOR,E4,1,02-04-25 15:04,981.42
1666750380,BUMPER MOULDING,D8,1,02-04-25 15:04,620.56
1666751080,AIR DEFLECTOR,D8,1,02-04-25 15:04,244.48
1666751180,AIR DEFLECTOR,D8,1,02-04-25 15:04,230.65
1666751280,MUDGUARD,CONTAINER,1,02-04-25 15:04,1277.68
1667791580,BUMPER CROSSMBR,E1,1,02-04-25 15:04,1905.18
1667797380,SUPPORT F/WING,D8,1,02-04-25 15:04,379.57
1667816680,E:4 RR BR PADS,D8,1,11-04-25 14:41,502.18
1668203180,AIR FILTER,E3,1,10-04-25 14:49,1794.21
1668203680,EXCHANGER,E1,1,02-04-25 15:04,10278.94
1669671080,WINDSCREEN,CONTAINER,1,17-10-23 11:13,9237.06
1671719580,BRACKET,E1,1,02-04-25 15:04,1623.66
1680128880,13-WAY HARNESS,D8,1,11-11-24 15:42,5340.9
1681513780,DEGASSING TANK,D8,1,02-04-25 15:04,1266.16
1681915080,REAR DOOR,CONTAINER,1,02-04-25 15:09,5513.68
1682165680,FACIA PANEL,CONTAINER,1,02-04-25 15:07,11850.47
1682166680,HEADLIGHT ASSY,ALLAN,1,02-04-25 15:04,6145.09
1687252880,BELT BUCKLE,D8,1,08-04-25 8:43,499.16
1688061880,THEFT SCREW SET,D8,1,01-04-25 9:59,1397.85
1689096780,PROOFING SHIELD,E1,1,02-04-25 15:07,1215.19
1689096880,BUMPER BRACKET,E4,1,02-04-25 15:04,1117.22
1689097680,ENGINE BONNET,CONTAINER,1,02-04-25 15:11,11137.62
1689098280,RADIATOR NEW,CONTAINER,1,10-04-25 14:51,8464.72
1690620080,PRESS LABEL,D8,1,06-10-23 14:00,5.85
1744181345,REGULATOR- WIND- LH,E2,1,10-12-24 13:52,1648.94
1744181445,REGULATOR- WIND- RH,E2,1,20-12-24 12:19,1425.85
1745180943,LINK- INSIDE HANDLE,F2,1,10-12-24 13:34,137.26
1747180224,HANDLE;INSIDE,F2,1,10-12-24 13:34,622.98
1747180234,HANDLE- INSIDE- FRT,F2,1,10-12-24 13:34,945.27
1799315121,COVER; MUD;FRT,E2,8,21-02-25 15:11,573.95
1821140160,RIM HEADLAMP,F2,2,18-06-24 12:01,95.98
1832270180,SENSOR SPEED,F2,1,04-04-25 14:03,4287.85
1833181260,COVER; FRT WIPER AR,F2,2,26-09-23 12:27,153.87
1874110010,TUBE; NYLON,F2,1,28-06-24 13:04,0.01
1874110742,BUSHING RUBBER TORQ,F2,4,05-03-25 14:48,659.88
1876100641,ELEMENT; OIL FILTER,B4,85,14-02-25 9:26,343.97
1876100934,ELEMENT; FUEL FILTE,B1,182,14-02-25 9:26,221.84
1876100942,ELEMENT; FUEL FILTE,B1,55,21-02-25 15:11,463.79
1876101080,BEARING; CLU RELEAS,F2,1,11-04-25 11:48,385.34
1876101090,BEARING; CLU RELEAS,F2,1,19-03-25 13:59,879.44
1876101132,FILTER; ACL,A1,21,11-03-25 14:19,800.18
1876101141,FILTER- ACL-INNER,A1,9,22-07-24 15:05,417.53
1876101190,DISC CLUTC,,1,25-11-24 11:50,1835.62
1876101191,DISC- CLUTCH,C1,10,14-02-25 14:31,1987.49
1876101200,PLATE ASM; PRESSURE,C1,2,19-03-25 14:05,2988.69
1876101450,PLATE ASM; PRESSURE,C1,2,19-03-25 14:05,2942.58
1876101460,PLATE ASM - CLU PRE,C1,1,07-04-25 13:16,3184.04
1876101610,BEARING- CLU RELEAS,F2,1,12-03-25 11:52,993.83
1876101971,DISC- CLUTCH,C1,1,03-01-25 14:14,5276.96
1876102330,"FILTER; ACL,INN",A1,8,14-02-25 14:31,495.48
1876102370,BELT; COOLING FAN,G3,5,11-03-25 14:19,365.36
1876102390,BELT; COOLING FAN,G3,17,14-02-25 9:16,277.37
1877020110,BESCO LLC SUPER TYP,OIL,333,27-11-24 14:20,243.98
1878305620,REPAIR KIT-RR WHL C,F2,2,07-07-22 9:05,0.01
1878704930,U-BOLT SET- FRT SPR,F2,1,04-07-23 8:27,0.01
18MD,SILICONE SPRAY,G1,3,03-04-25 11:59,55.46
19348772,ELEMENT ASM-A CL TB,A3,1,09-04-25 13:41,228.09
198263,INJ HOLDER NUT,D1,1,28-06-24 13:04,0.01
1982F7,INJECT PROTECTR,D1,2,04-07-23 8:27,0.01
1K0807184,PEICE,(blanks),1,30-01-25 15:43,367.5
2003539,BOLT - WHEEL,D1,94,14-02-25 9:16,15.28
2009540,BEARING AND SEAL AS,D1,1,24-03-25 11:43,1306.29
2010953,SEAL - OIL,D1,1,06-03-25 13:59,106.91
2011330,SEAL - OIL,D1,1,19-03-25 14:12,89.03
2011453,L WASHER - LOCKNUT,D1,2,25-03-24 11:30,29.61
2011913,GUIDE - AXLE SHAFT,D1,1,12-07-23 14:14,20.83
2016942,RING - O,D1,1,06-03-25 13:59,40.58
2017185,SWITCH DIFF LOCK,D1,1,14-04-25 14:24,1591.88
2019485,RING - TONE WHEEL(A,D1,1,03-02-25 13:51,211.89
2019486,HOUSING - BRG FIN,D1,1,28-06-24 13:04,0.01
20414FG020,RUB BUSH STAB,D8,1,27-11-24 12:26,72.19
20560AA000,WASHER (CAM)     4WD,D8,2,28-06-24 13:04,0.01
21640,RAT-BAN SPRAY,SUBARU STAND,4,05-02-25 15:40,98.29
2264277009,PLATE/RTNR LH,F2,5,04-07-23 8:27,0.01
2264277010,PLATE/RTNR RH,F2,5,04-07-23 8:27,0.01
24404291,CLIP,D1,4,20-09-23 14:56,0.01
24579282,GASKET-OIL PAN CLRDO-13,D1,3,18-10-23 12:31,171.19
24585423,VALVE-EXH,D1,4,14-04-25 15:59,103.92
24587687,SHAFT - MAIN,D1,1,15-04-24 12:46,1046.49
24590404,PULLEY ASM-BELT IDLE,D1,1,31-08-23 12:49,377.63
25182770,VALVE GASKET,D1,4,20-03-24 12:14,46.38
25182778,BELT,G3,1,28-06-24 13:04,0.01
25192985,OUTLET-WAT,D1,1,29-07-24 9:53,544.84
25204450,HALF BEARING,D1,4,01-07-24 12:39,1111.05
280508160,BOLT/SCREW,F2,3,14-02-25 14:02,27.59
280508350,BOLT; GEAR CASE,D1,2,26-04-22 11:46,61.05
280508500,BOLT; WATER PUMP TO,F2,3,20-02-25 13:32,25.14
280510160,BOLT/SCREW,F2,10,20-05-24 14:25,38.7
280510250,BOLT/SCREW,D1,10,18-09-23 12:11,45.72
280512500,BOLT/SCREW,D1,1,04-07-23 8:27,0.01
286508200,BOLT/SCREW,F2,12,10-03-25 12:02,24.98
286510250,BOLT/SCREW,D1,1,14-12-22 11:43,31.25
286510350,BOLT; GEN BRKT,D1,2,19-09-24 14:34,30
286610250,"BOLT;HEX,FLANGE,",F2,4,06-02-25 10:32,38.33
29558329,"W.T. 4"" SUMP FILTER",D1,1,04-07-23 8:27,0.01
2HOLE,LIGHT BOX,JUSTIN OFFICE,1,03-06-24 8:51,170
31835AA030,FLTR ASSY-ATF,D8,1,01-11-24 16:02,569.81
334,GLOBE 24V,G1,146,22-08-23 12:15,4.48
3374428,RADICOOL SF 12X1L,OIL,804,19-03-25 13:42,127.64
339,GLOBE 24V,G1,6,15-05-24 12:07,3.86
3415729,OIL; TRANSMISSION,OIL,258,21-02-25 14:42,189.14
3424435,CASTROL J-MAX PLUS,OIL,105,01-04-25 14:04,81.89
3424436,CASTROL J-MAX PLUS,OIL,4,10-01-25 11:49,267.17
3426577-1LB,TRANSMAX Z LONG 75w80,Bulk Tank BB,293.7,07-06-24 8:16,154.76
3426632,CASTROL DEXRON VI (,OIL,45,11-12-23 14:52,91.67
3433525,TRANSMAX AXLE LL 75,OIL,271,21-02-25 14:42,270.27
3433776,TMAX ATFDXIIIMV 12X,OIL,103,10-03-25 11:35,128.94
350505100,SCREW; HINGE,D1,1,04-04-25 14:03,49.21
352243,BALL-JT SCREW,D1,3,04-07-23 8:27,0.01
352275,SCREW RLX,D1,2,28-06-24 13:04,0.01
35593000,HOSE- RUBBER-BREATH,E1,1,04-10-24 14:13,473.74
3720,SPEED TEC BENZIN,SUBARU STAND,6,02-11-23 8:48,142.42
380505120,BOLT/SCREW,D1,1,25-07-23 9:06,39.96
39042956,CVR-RR BPR FASCIA TO,D1,1,07-07-22 9:05,0.01
39086891,GUIDE  LH,D1,1,15-11-24 13:20,290.19
39086892,GUIDE  RH,D1,1,14-01-25 9:50,328.3
39086895,GUIDE - LH,D1,1,14-01-25 9:50,381.89
39086896,GUIDE - RH,D1,1,15-11-24 13:20,342.23
39086928,EXTENSION-FRT BPR FA,E1,1,30-01-25 8:39,946.69
39089202,DEFLECTOR-FRT BPR FA,E1,1,10-01-25 14:46,1477.5
39089203,DEFLECTOR-FRT BPR FA,E1,1,02-12-24 15:01,1586.34
39098997,PANEL ASM-BODY SI OT,CONTAINER,1,01-04-25 10:05,9677.9
3M610,REFLECT TAPE 41770,G1,48,13-12-24 8:04,27.98
4019505-H,2.1/3.5T T/BAR(RG D,ACCESSORY CONTAINER,6,17-02-23 10:53,4578.28
42371694,LAMP-FRT SI T/SIG T300-12,D1,1,09-04-25 14:45,207.19
42502715,ARM FRT LWR CONTR LH,E4,1,05-10-23 14:18,0.01
42521826,RR FENDER LINER- LH,CONTAINER,1,28-06-24 13:04,0.01
42541316,GUIDE- BMPR MNTG- RH,E2,1,28-06-24 13:04,0.01
42598678,DOOR PROTECTOR,D2,1,20-09-23 14:56,0.01
42598680,TAPE- RR S/D BLACKOUT,D2,1,20-09-23 14:56,0.01
42670240,KEY-DR LK & IGN LK(UNCODED)MY14,D1,1,28-06-24 13:04,0.01
430052E5WR,RG06 WINDSHIELD ASM,CONTAINER,1,16-09-24 10:23,1841.56
430052F52R,RG06 WINDSHIELD ASM,CONTAINER,1,28-02-25 9:40,1880.49
430053GGRR,WINDOW ASM - FIXED,CONTAINER,1,21-05-24 15:27,690.97
45111FN000,RADIATOR ASSY,CONTAINER,1,31-01-25 12:23,4923.27
463H,HELLA H/LAMP GLOBE,G1,13,10-03-25 8:04,11.4
500MLBC,KAPCI 500ML,(blanks),1,30-01-25 11:51,275
501,GLOBE 501A,G1,94,26-03-25 13:49,3.68
502,BULB,G1,44,19-02-25 9:42,3.2
503150,REST CUP,ALLAN,2,04-03-25 10:14,112.09
503196,MOUNTING ASSY,D2,2,11-03-25 8:09,1077.18
5031C2,MOUNTING ASSY,D2,1,28-06-24 13:04,0.01
503615,HEXAGONAL NUT,D2,8,28-06-24 13:04,0.01
503623,BASE NUT,D2,1,04-12-23 14:57,22.93
50504689-1L,BASF EMGARD 75W-85_1L,WALL,327.78,08-03-23 8:33,199.6
505410350,"BOLT; BRKT,POWE",D2,4,19-02-25 12:39,42.12
50637,SEAL-0IL PINION,D2,1,19-03-25 14:23,142.52
5090002750,BOLT-ADAPTER,F2,1,07-01-25 14:00,36.35
5095000120,WASHER; EXH BRA,F3,2,11-02-25 12:29,68.89
51006A,ISUZU M/S S/CAB SPO,EL-15,1,06-12-24 14:39,4194.36
51053,DMAX LOW HUDGE BAR BLACK,ACCESSORY CONTAINER,1,06-02-25 15:52,4557.95
51059,ISUZU BLACK S/S D/C,CONTAINER,1,06-02-25 9:11,4614.21
51065,ISUZU POLISHED S/ST,ACCESSORY CONTAINER,1,02-12-24 9:26,4518.07
51066,ISUZU BLACK STAINLE,ACCESSORY CONTAINER,1,14-02-25 9:34,3172.8
51070,BLACK S/S D/CAB & X,ACCESSORY CONTAINER,2,10-03-25 8:32,4297.41
51072,BLACK S/S S/CAB SPO,ACCESSORY CONTAINER,2,28-02-25 9:38,4279.85
51074,RG06D/CAB S/BAR COM,CONTAINER,3,10-03-25 10:44,4010.23
51075,RG06E/CAB S/BAR COM,CONTAINER,1,11-01-24 10:35,2019.57
51093,X-RIDER BLACK COAT,ACCESSORY CONTAINER,4,28-03-25 9:05,3528
51095,ISUZU D-MAX SECURI LID,CONTAINER,2,24-03-25 9:10,19874.4
5111290060,CUP; SEALING; WATER,F2,4,27-03-24 12:21,70.72
5122350090,BOLT; CONNROD,F2,4,11-10-24 12:33,107.33
51445FJ0119P,QTR PNL R END CPL,D8,1,20-12-23 9:36,247.87
52016718,LAMP-RR LIC PLT CLR,D2,3,14-02-25 14:31,63.32
52023541,STRIPE-RR S/D WDO FRM RR L,D2,1,05-10-23 14:18,0.01
52035527,BOLT-RR SUSP LINK UPR,D2,1,28-06-24 13:04,0.01
52042899,SHADE ASM- LUGG TRAILBLAZER/MU-X,ACCESSORY CONTAINER,1,29-05-23 13:57,1865.21
52045013,TRIM ASM-FRT S/D (CLR)-RH (AQU SILVER),CONTAINER,1,20-09-23 14:56,0.01
52071936,SEAT-HOOD HOLDOPEN ROD,D2,1,28-06-24 13:04,0.01
52081087,BEARING-FRT WHL TB-17,E3,1,31-08-23 12:30,6598.85
52107021,DECAL HOOD LWR TB-18,CONTAINER,1,05-10-23 14:18,0.01
52460600131,BRAKE & PARTS CLEAN,G1,76,28-02-25 9:31,60.67
540401,ASSEMBLY VALVE,D2,9,28-06-24 13:04,0.01
540566,MONTING SCREW,D2,2,09-01-24 9:47,40.46
550047192,SPIRAX S3 ATF MD3_1,OIL,23,04-10-24 13:55,117.73
55354630,GASKET-O/PMP,D2,3,28-08-23 16:17,254.03
55491076,SENSOR ASM-ENG MET T,D2,1,14-11-24 14:07,1033.06
55566514,VALVE ASM-EVAP EMIS,D2,1,14-04-25 15:57,2142.79
55566846,HOSE-EVAP EMIS CNSTR,D2,1,28-06-24 13:04,0.01
55573259,VALVE ASM-CHRG AIR B,D2,1,14-04-25 16:00,1422.75
55592376,HARNESS ASM-ENG OIL,D2,1,31-05-24 11:15,1322.76
561805,TOWBAR S/CAB ISUZU,ACCESSORY CONTAINER,4,28-03-25 16:04,4030.3
5663636020,M-UX-PDC(PARK DISTA,F3,1,07-07-22 9:05,0.01
5699,SILICONE GASKET,G1,93,06-02-25 12:43,44.69
57120AJ0409P,FENDER F         RH,CONTAINER,1,02-04-25 15:02,2968.74
5750RG,DRIVE BELT,G3,1,20-01-25 13:25,448.01
57707FL050,BRKT SD F XUV    LH,D8,1,23-02-24 9:47,52.3
57728AC060,CLIP BMPR,D8,20,28-06-24 13:04,0.01
581,BULB-R581-INDICATOR,G1,38,08-01-24 10:07,17.12
582,24V 21W  S/C AMBER BULBS,G1,26,24-12-24 9:59,30.31
5867608630,ROOF RAILS COVER; L,E3,1,07-07-22 9:05,0.01
5867612090,ROOF RAIL COVER RH,(blanks),1,14-04-25 14:02,948.26
5867612102,ROOF RAIL COVER- LH,E3,1,14-04-25 13:53,1096.56
5867629151,FRONT BUMPER CLADDI,CONTAINER,1,15-01-24 14:51,2717.46
5867635730,RJ REAR BUMPER GARN,CONTAINER,1,31-01-25 13:40,1127.73
5876100771,DISC- CLUTCH,C1,3,11-03-25 14:19,811.28
5876100801,DISC; CLUTCH,C1,5,19-03-25 13:59,968.93
5876100910,PLATE ASM; PRESS,C1,3,11-03-25 14:19,1297.05
5876101040,PLATE ASM- PRESSURE,C1,3,19-03-25 14:05,1536.02
5876101100,BLOCK; SHIFT-CLU,F3,6,14-02-25 9:26,537.79
5876101170,ELEMENT; OIL FILTER,A5,58,14-02-25 9:16,405.83
5876101180,ELEMENT; OIL FILTER,A5,3,14-02-25 14:31,124.32
5876101180,OIL FILTER,,20,14-04-25 14:09,124.32
5876101460,BEARING; CLU RELEAS,F3,1,27-01-25 9:26,521.29
5876101570,FILTER KIT-FUEL SED,B1,14,11-03-25 14:19,545.12
5876101630,BUSHING-LEAF SPR-RR,F3,1,01-08-22 10:55,178.4
5876101651,BEARING;PILOT,F3,16,14-02-25 13:53,117.55
5876102910,SEAL; OIL RR HUB IN,F3,12,19-03-25 13:59,128.21
5876103060,ROTOR; DISC BRK,H2,2,27-03-24 14:21,949.24
5876150041,FILTER; ACL,A3,1,02-04-25 14:17,458.98
5876150120,ELEMENT KIT-FUEL FI,A5,22,19-03-25 13:59,291.42
5876150170BC,ELEMENT KIT; FUEL F,A5,1394,26-03-25 12:58,311.66
